Gene stable ID,Transcript stable ID,UniProtKB/TrEMBL ID
GSBRNA2T00134166001,CDX80790,
GSBRNA2T00134183001,CDX80800,
GSBRNA2T00134230001,CDX80836,
GSBRNA2T00134261001,CDX80864,
GSBRNA2T00134505001,CDX81064,
GSBRNA2T00134491001,CDX81053,
GSBRNA2T00134461001,CDX81028,
GSBRNA2T00014311001,CDY54571,A0A078H0Y0
GSBRNA2T00014308001,CDY54567,A0A078ITU4
GSBRNA2T00014306001,CDY54565,A0A078IZJ5
GSBRNA2T00014307001,CDY54566,A0A078IZ20
GSBRNA2T00014309001,CDY54568,A0A078IX21
GSBRNA2T00014303001,CDY54561,A0A078ITR3
GSBRNA2T00014299001,CDY54559,A0A078IZG4
GSBRNA2T00014310001,CDY54570,A0A078IWZ5
GSBRNA2T00014305001,CDY54563,A0A078IWZ4
GSBRNA2T00014304001,CDY54562,A0A078IX03
GSBRNA2T00014301001,CDY54560,A0A078IYZ3
GSBRNA2T00097056001,CDY70186,A0A078JXF2
GSBRNA2T00097055001,CDY70185,A0A078JUP3
GSBRNA2T00025583001,CDY59128,A0A078J4U0
GSBRNA2T00025581001,CDY59127,A0A078J4Y5
GSBRNA2T00067700001,CDY67936,A0A078JQI9
GSBRNA2T00077082001,CDY68699,A0A078JPH6
GSBRNA2T00029556001,CDY60390,A0A078J6P4
GSBRNA2T00029559001,CDY60392,A0A078J923
GSBRNA2T00029552001,CDY60386,A0A078J917
GSBRNA2T00029551001,CDY60385,A0A078J726
GSBRNA2T00029557001,CDY60391,A0A078J732
GSBRNA2T00029550001,CDY60384,A0A078J6P0
GSBRNA2T00029560001,CDY60394,A0A078J9H9
GSBRNA2T00029554001,CDY60389,A0A078J3B8
GSBRNA2T00029553001,CDY60388,A0A078J9H5
GSBRNA2T00064491001,CDY67581,A0A078JPD4
GSBRNA2T00064490001,CDY67580,A0A078JMC0
GSBRNA2T00027611001,CDY59705,A0A078J8I3
GSBRNA2T00027616001,CDY59706,A0A078J254
GSBRNA2T00027618001,CDY59709,A0A078J5V7
GSBRNA2T00027617001,CDY59707,A0A078J5T6
GSBRNA2T00040899001,CDY64118,A0A078JG26
GSBRNA2T00040898001,CDY64117,A0A078JF77
GSBRNA2T00028499001,CDY60329,A0A078J6X2
GSBRNA2T00028496001,CDY60328,A0A078J6K6
GSBRNA2T00069945001,CDY68134,A0A078JMV0
GSBRNA2T00069944001,CDY68133,A0A078CZW3
GSBRNA2T00069948001,CDY68135,A0A078JNT5
GSBRNA2T00044043001,CDY65029,A0A078JEC2
GSBRNA2T00044045001,CDY65031,A0A078JH53
GSBRNA2T00044044001,CDY65030,A0A078JEY9
GSBRNA2T00044041001,CDY65027,A0A078JHZ0
GSBRNA2T00044042001,CDY65028,A0A078JBN8
GSBRNA2T00030297001,CDY72516,A0A078K437
GSBRNA2T00079855001,CDY68795,A0A078JQV2
GSBRNA2T00007724001,CDY70805,A0A078JWM9
GSBRNA2T00020519001,CDY71820,A0A078JZP0
GSBRNA2T00039446001,CDY63594,A0A078G2W2
GSBRNA2T00039452001,CDY63597,A0A078JC74
GSBRNA2T00039449001,CDY63596,A0A078G5I4
GSBRNA2T00039458001,CDY63601,A0A078J915
GSBRNA2T00039458001,CDY63601,F8K8T5
GSBRNA2T00039458001,CDY63601,D1L8R2
GSBRNA2T00039458001,CDY63601,A0A076VEP5
GSBRNA2T00039458001,CDY63601,D1L8L7
GSBRNA2T00039447001,CDY63595,A0A078J910
GSBRNA2T00039453001,CDY63598,A0A078E1E5
GSBRNA2T00039440001,CDY63591,A0A078JC70
GSBRNA2T00039439001,CDY63590,A0A078JBP9
GSBRNA2T00039439001,CDY63590,Q6YSN0
GSBRNA2T00039439001,CDY63590,F8K8U4
GSBRNA2T00039454001,CDY63600,A0A078JF44
GSBRNA2T00039444001,CDY63593,A0A078JEE6
GSBRNA2T00092823001,CDY69839,A0A078JKY4
GSBRNA2T00081635001,CDY45206,A0A078I5M0
GSBRNA2T00081624001,CDY45196,A0A078I5L1
GSBRNA2T00081607001,CDY45183,A0A078I7S1
GSBRNA2T00081634001,CDY45205,A0A078I2W5
GSBRNA2T00081623001,CDY45195,A0A078I2V4
GSBRNA2T00081591001,CDY45170,A0A078I2S4
GSBRNA2T00081631001,CDY45202,A0A078I565
GSBRNA2T00081611001,CDY45187,A0A078I558
GSBRNA2T00081586001,CDY45165,A0A078I2R8
GSBRNA2T00081589001,CDY45168,A0A078I7Q8
GSBRNA2T00081610001,CDY45186,A0A078I5K0
GSBRNA2T00081585001,CDY45164,A0A078I6X4
GSBRNA2T00081628001,CDY45199,A0A078F4C8
GSBRNA2T00081584001,CDY45163,A0A078I7Q3
GSBRNA2T00081625001,CDY45197,A0A078I562
GSBRNA2T00081601001,CDY45178,A0A078I7R7
GSBRNA2T00081629001,CDY45200,A0A078I2V9
GSBRNA2T00081618001,CDY45191,A0A078J6I2
GSBRNA2T00081600001,CDY45177,A0A078I550
GSBRNA2T00081597001,CDY45175,A0A078I2T0
GSBRNA2T00081632001,CDY45203,A0A078I7U1
GSBRNA2T00081620001,CDY45193,A0A078I7T0
GSBRNA2T00081592001,CDY45171,A0A078I5I7
GSBRNA2T00081622001,CDY45194,A0A078I701
GSBRNA2T00081609001,CDY45185,A0A078I2U3
GSBRNA2T00081588001,CDY45167,A0A078I544
GSBRNA2T00081630001,CDY45201,A0A078I5L5
GSBRNA2T00081602001,CDY45179,A0A078I6Y8
GSBRNA2T00081587001,CDY45166,A0A078I5I5
GSBRNA2T00081590001,CDY45169,A0A078I6Y0
GSBRNA2T00081590001,CDY45169,V9LY80
GSBRNA2T00081608001,CDY45184,A0A078I6Z2
GSBRNA2T00081605001,CDY45181,A0A078I5J6
GSBRNA2T00081594001,CDY45173,A0A078I7R3
GSBRNA2T00081593001,CDY45172,A0A078I547
GSBRNA2T00081627001,CDY45198,A0A078I7T6
GSBRNA2T00081612001,CDY45188,A0A078I7S6
GSBRNA2T00081606001,CDY45182,A0A078I553
GSBRNA2T00081614001,CDY45189,A0A078I6Z6
GSBRNA2T00081633001,CDY45204,A0A078I712
GSBRNA2T00081599001,CDY45176,A0A078I5J2
GSBRNA2T00081616001,CDY45190,A0A078I2U9
GSBRNA2T00081603001,CDY45180,A0A078I2T7
GSBRNA2T00081619001,CDY45192,A0A078I559
GSBRNA2T00081619001,CDY45192,A0A0F6T801
GSBRNA2T00081595001,CDY45174,A0A078I6Y4
GSBRNA2T00083075001,CDY69111,A0A078JU14
GSBRNA2T00007757001,CDY70821,A0A078JZ45
GSBRNA2T00011314001,CDY53730,A0A078IRP2
GSBRNA2T00011318001,CDY53734,A0A078IWH3
GSBRNA2T00011319001,CDY53735,A0A078IRP5
GSBRNA2T00011317001,CDY53733,A0A078IXI4
GSBRNA2T00011315001,CDY53731,A0A078IV12
GSBRNA2T00011312001,CDY53729,A0A078IWG7
GSBRNA2T00011311001,CDY53728,A0A078IXH9
GSBRNA2T00011306001,CDY53727,A0A078IUP2
GSBRNA2T00011316001,CDY53732,A0A078IUP8
GSBRNA2T00087388001,CDY69403,A0A078JPA6
GSBRNA2T00047572001,CDY31374,A0A078H1P9
GSBRNA2T00047639001,CDY31415,A0A078GY30
GSBRNA2T00047618001,CDY31402,A0A078H1M4
GSBRNA2T00047632001,CDY31410,A0A078GY24
GSBRNA2T00047634001,CDY31412,A0A078H1N4
GSBRNA2T00047610001,CDY31399,A0A078H1S9
GSBRNA2T00047586001,CDY31380,A0A078GXZ8
GSBRNA2T00047596001,CDY31389,A0A078H1R4
GSBRNA2T00047641001,CDY31416,A0A078H0V2
GSBRNA2T00047633001,CDY31411,A0A078H0U9
GSBRNA2T00047626001,CDY31407,A0A078H1M9
GSBRNA2T00047588001,CDY31382,A0A078H1K2
GSBRNA2T00047587001,CDY31381,A0A078H0S5
GSBRNA2T00047602001,CDY31394,A0A078JI16
GSBRNA2T00047582001,CDY31378,A0A078H3G7
GSBRNA2T00047574001,CDY31376,A0A078H0S1
GSBRNA2T00047568001,CDY31372,A0A078H1J1
GSBRNA2T00047592001,CDY31386,A0A078H0T0
GSBRNA2T00047617001,CDY31401,A0A078H0U0
GSBRNA2T00047578001,CDY31377,A0A078H1J5
GSBRNA2T00047603001,CDY31395,A0A078GY09
GSBRNA2T00047571001,CDY31373,A0A078H3G2
GSBRNA2T00047591001,CDY31385,A0A078GY02
GSBRNA2T00047591001,CDY31385,A0A0A7DNG5
GSBRNA2T00047589001,CDY31383,A0A078H3H0
GSBRNA2T00047629001,CDY31408,A0A078H3J2
GSBRNA2T00047623001,CDY31405,A0A078GY15
GSBRNA2T00047590001,CDY31384,A0A078H1Q8
GSBRNA2T00047594001,CDY31387,A0A078H1K7
GSBRNA2T00047637001,CDY31414,A0A078H1U8
GSBRNA2T00047598001,CDY31390,A0A078GY07
GSBRNA2T00047604001,CDY31396,A0A078H0T6
GSBRNA2T00047573001,CDY31375,A0A078GXZ5
GSBRNA2T00047635001,CDY31413,A0A078H3J8
GSBRNA2T00047609001,CDY31398,A0A078H3I3
GSBRNA2T00047622001,CDY31404,A0A078H1T4
GSBRNA2T00047630001,CDY31409,A0A078H1U2
GSBRNA2T00047615001,CDY31400,A0A078GY13
GSBRNA2T00047620001,CDY31403,A0A078H3I7
GSBRNA2T00047599001,CDY31391,A0A078H0T3
GSBRNA2T00047583001,CDY31379,A0A078H1Q3
GSBRNA2T00047595001,CDY31388,A0A078H3H4
GSBRNA2T00047624001,CDY31406,A0A078H0U4
GSBRNA2T00047601001,CDY31393,A0A078H3H9
GSBRNA2T00047607001,CDY31397,A0A078H2E3
GSBRNA2T00047600001,CDY31392,A0A078H1L1
GSBRNA2T00019864001,CDY56636,Q9AXN5
GSBRNA2T00019860001,CDY56631,A0A078J0S3
GSBRNA2T00019858001,CDY56630,A0A078J0L2
GSBRNA2T00019863001,CDY56635,A0A078IXI1
GSBRNA2T00019862001,CDY56634,A0A078J332
GSBRNA2T00019861001,CDY56633,A0A078J2W3
GSBRNA2T00045446001,CDY65236,A0A078JHR9
GSBRNA2T00045447001,CDY65237,A0A078JIN7
GSBRNA2T00045443001,CDY65233,A0A078JC83
GSBRNA2T00045449001,CDY65239,A0A078JEY6
GSBRNA2T00045445001,CDY65235,A0A078JFK1
GSBRNA2T00045444001,CDY65234,A0A078JEY1
GSBRNA2T00045450001,CDY65240,A0A078JFK5
GSBRNA2T00045448001,CDY65238,A0A078JC86
GSBRNA2T00029913001,CDY72462,A0A078K3I5
GSBRNA2T00037555001,CDY62741,A0A078JAX6
GSBRNA2T00037553001,CDY62739,A0A078J7P0
GSBRNA2T00037554001,CDY62740,A0A078JAF9
GSBRNA2T00037552001,CDY62738,A0A078JDU1
GSBRNA2T00022944001,CDY71977,A0A078K216
GSBRNA2T00094261001,CDY70004,A0A078JT44
GSBRNA2T00097070001,CDY70192,A0A078JX43
GSBRNA2T00097071001,CDY70193,A0A078JRI8
GSBRNA2T00025799001,CDY72218,A0A078JX50
GSBRNA2T00025798001,CDY72217,A0A078K2T9
GSBRNA2T00081019001,CDY68919,A0A078JQ49
GSBRNA2T00081018001,CDY68918,A0A078JN34
GSBRNA2T00114001001,CDY02412,
GSBRNA2T00113985001,CDY02403,
GSBRNA2T00113934001,CDY02389,
GSBRNA2T00113945001,CDY02396,
GSBRNA2T00114018001,CDY02418,
GSBRNA2T00113959001,CDY02397,
GSBRNA2T00114019001,CDY02419,
GSBRNA2T00113939001,CDY02390,
GSBRNA2T00113993001,CDY02406,
GSBRNA2T00113916001,CDY02384,
GSBRNA2T00113941001,CDY02392,
GSBRNA2T00114024001,CDY02423,
GSBRNA2T00114046001,CDY02434,
GSBRNA2T00113973001,CDY02401,
GSBRNA2T00113991001,CDY02404,
GSBRNA2T00113962001,CDY02400,
GSBRNA2T00114035001,CDY02430,A0A068F5Z0
GSBRNA2T00114035001,CDY02430,A0A068F722
GSBRNA2T00114021001,CDY02421,
GSBRNA2T00114028001,CDY02425,
GSBRNA2T00113933001,CDY02388,
GSBRNA2T00114002001,CDY02413,
GSBRNA2T00113960001,CDY02398,
GSBRNA2T00114040001,CDY02432,A0A078EZ32
GSBRNA2T00113998001,CDY02410,
GSBRNA2T00114005001,CDY02415,
GSBRNA2T00114029001,CDY02426,
GSBRNA2T00113974001,CDY02402,
GSBRNA2T00113961001,CDY02399,
GSBRNA2T00113921001,CDY02385,
GSBRNA2T00114025001,CDY02424,
GSBRNA2T00114004001,CDY02414,
GSBRNA2T00114031001,CDY02427,
GSBRNA2T00113997001,CDY02409,
GSBRNA2T00114023001,CDY02422,
GSBRNA2T00113930001,CDY02387,
GSBRNA2T00114011001,CDY02416,
GSBRNA2T00113994001,CDY02407,
GSBRNA2T00113942001,CDY02393,
GSBRNA2T00113943001,CDY02394,
GSBRNA2T00113898001,CDY02382,
GSBRNA2T00114020001,CDY02420,
GSBRNA2T00113914001,CDY02383,
GSBRNA2T00114000001,CDY02411,
GSBRNA2T00114034001,CDY02429,
GSBRNA2T00113992001,CDY02405,
GSBRNA2T00113944001,CDY02395,
GSBRNA2T00113940001,CDY02391,
GSBRNA2T00113995001,CDY02408,
GSBRNA2T00114032001,CDY02428,
GSBRNA2T00114036001,CDY02431,
GSBRNA2T00113929001,CDY02386,
GSBRNA2T00114013001,CDY02417,
GSBRNA2T00114045001,CDY02433,
GSBRNA2T00036145001,CDY62292,A0A078J9P0
GSBRNA2T00036143001,CDY62290,A0A078J6V8
GSBRNA2T00036146001,CDY62293,A0A078JAD4
GSBRNA2T00021574001,CDY23095,A0A078G9J4
GSBRNA2T00021550001,CDY23077,A0A078GDI2
GSBRNA2T00021529001,CDY23062,A0A078GDG8
GSBRNA2T00021450001,CDY23004,A0A078GCD7
GSBRNA2T00021566001,CDY23089,A0A078GCP6
GSBRNA2T00021510001,CDY23046,A0A078GCH0
GSBRNA2T00021462001,CDY23014,A0A078GCH9
GSBRNA2T00021554001,CDY23080,A0A078G9I4
GSBRNA2T00021477001,CDY23022,A0A078GDD5
GSBRNA2T00021575001,CDY23096,A0A078GCK0
GSBRNA2T00021496001,CDY23035,A0A078G9F3
GSBRNA2T00021558001,CDY23082,A0A078GDI7
GSBRNA2T00021505001,CDY23041,A0A078GCG9
GSBRNA2T00021458001,CDY23010,A0A078G9B6
GSBRNA2T00021483001,CDY23025,A0A078G9E7
GSBRNA2T00021456001,CDY23008,A0A078GEF3
GSBRNA2T00021567001,CDY23090,A0A078G9J0
GSBRNA2T00021521001,CDY23055,A0A078G9G5
GSBRNA2T00021495001,CDY23034,A0A078GCK5
GSBRNA2T00021482001,CDY23024,A0A078GCJ7
GSBRNA2T00021484001,CDY23026,A0A078GCG3
GSBRNA2T00021579001,CDY23098,A0A078GER4
GSBRNA2T00021461001,CDY23013,A0A078GEI5
GSBRNA2T00021515001,CDY23050,A0A078G9G3
GSBRNA2T00021570001,CDY23093,A0A078GEQ9
GSBRNA2T00021549001,CDY23076,A0A078GCI7
GSBRNA2T00021459001,CDY23011,A0A078GCE7
GSBRNA2T00021470001,CDY23018,A0A078GEI9
GSBRNA2T00021485001,CDY23027,A0A078GDE0
GSBRNA2T00021469001,CDY23017,A0A078GDD1
GSBRNA2T00021553001,CDY23079,A0A078GCN9
GSBRNA2T00021547001,CDY23074,A0A078GCN4
GSBRNA2T00021445001,CDY23001,A0A078GCB3
GSBRNA2T00021474001,CDY23020,A0A078G9E4
GSBRNA2T00021513001,CDY23048,A0A078GEL6
GSBRNA2T00021533001,CDY23065,A0A078G9H1
GSBRNA2T00021504001,CDY23040,A0A078G9F6
GSBRNA2T00021522001,CDY23056,A0A078GCH5
GSBRNA2T00021512001,CDY23047,A0A078GDF3
GSBRNA2T00021486001,CDY23028,A0A078GEJ7
GSBRNA2T00021544001,CDY23071,A0A078GCI5
GSBRNA2T00021475001,CDY23021,A0A078GCG0
GSBRNA2T00021560001,CDY23084,A0A078GCP2
GSBRNA2T00021447001,CDY23002,A0A078GD78
GSBRNA2T00021490001,CDY23032,A0A078GDE3
GSBRNA2T00021545001,CDY23072,A0A078GDH9
GSBRNA2T00021464001,CDY23015,A0A078G9E2
GSBRNA2T00021502001,CDY23038,A0A078GEK6
GSBRNA2T00021536001,CDY23066,A0A078GCI2
GSBRNA2T00021552001,CDY23078,A0A078GEP3
GSBRNA2T00021559001,CDY23083,A0A078GEP8
GSBRNA2T00021498001,CDY23036,A0A078GCG7
GSBRNA2T00021503001,CDY23039,A0A078GCK8
GSBRNA2T00021471001,CDY23019,A0A078GCJ2
GSBRNA2T00021526001,CDY23059,A0A078GCM2
GSBRNA2T00021506001,CDY23042,A0A078GDF2
GSBRNA2T00021543001,CDY23070,A0A078G9H5
GSBRNA2T00021487001,CDY23029,A0A078GCK1
GSBRNA2T00021465001,CDY23016,A0A078GCF7
GSBRNA2T00021480001,CDY23023,A0A078GEJ4
GSBRNA2T00021578001,CDY23097,A0A078GDK1
GSBRNA2T00021452001,CDY23006,A0A078GCC0
GSBRNA2T00021542001,CDY23069,A0A078GCN0
GSBRNA2T00021525001,CDY23058,A0A078GEM5
GSBRNA2T00021572001,CDY23094,A0A078GCP9
GSBRNA2T00021488001,CDY23030,A0A078G9F0
GSBRNA2T00021457001,CDY23009,A0A078GCE3
GSBRNA2T00021568001,CDY23091,A0A078GCJ8
GSBRNA2T00021499001,CDY23037,A0A078GDE8
GSBRNA2T00021523001,CDY23057,A0A078GDG4
GSBRNA2T00021528001,CDY23061,A0A078GCH7
GSBRNA2T00021509001,CDY23045,A0A078G9F9
GSBRNA2T00021564001,CDY23087,A0A078GDJ2
GSBRNA2T00021539001,CDY23068,A0A078GEN4
GSBRNA2T00021518001,CDY23052,A0A078GDF8
GSBRNA2T00021520001,CDY23054,A0A078GCL9
GSBRNA2T00021492001,CDY23033,A0A078GEK1
GSBRNA2T00021565001,CDY23088,A0A078GEQ3
GSBRNA2T00021507001,CDY23043,A0A078GEL2
GSBRNA2T00021489001,CDY23031,A0A078GCG6
GSBRNA2T00021453001,CDY23007,A0A078GD85
GSBRNA2T00021453001,CDY23007,A0A069C4J4
GSBRNA2T00021531001,CDY23064,A0A078GCM7
GSBRNA2T00021530001,CDY23063,A0A078GEM9
GSBRNA2T00021451001,CDY23005,A0A078G9B1
GSBRNA2T00021561001,CDY23085,A0A078G9I6
GSBRNA2T00021508001,CDY23044,A0A078GCL3
GSBRNA2T00021460001,CDY23012,A0A078GDB9
GSBRNA2T00021569001,CDY23092,A0A078GDJ7
GSBRNA2T00021557001,CDY23081,A0A078GCJ1
GSBRNA2T00021519001,CDY23053,A0A078GEM0
GSBRNA2T00021562001,CDY23086,A0A078GCJ4
GSBRNA2T00021448001,CDY23003,A0A078GEE8
GSBRNA2T00021514001,CDY23049,A0A078GCL6
GSBRNA2T00021548001,CDY23075,A0A078G9H9
GSBRNA2T00021516001,CDY23051,A0A078GCH3
GSBRNA2T00021527001,CDY23060,A0A078G9G7
GSBRNA2T00021537001,CDY23067,A0A078GDH3
GSBRNA2T00021546001,CDY23073,A0A078GEN9
GSBRNA2T00067623001,CDY67885,A0A078ETI0
GSBRNA2T00080392001,CDY68829,A0A078JPX2
GSBRNA2T00080393001,CDY68830,A0A078JQY4
GSBRNA2T00030546001,CDY72546,A0A078K460
GSBRNA2T00070023001,CDY68177,A0A078JRW5
GSBRNA2T00070024001,CDY68178,A0A078JKZ1
GSBRNA2T00060648001,CDY67326,A0A078JNN7
GSBRNA2T00083126001,CDY46011,A0A078HIT5
GSBRNA2T00083141001,CDY46024,A0A078I9H5
GSBRNA2T00083144001,CDY46027,A0A078I7G8
GSBRNA2T00083146001,CDY46029,F8SLT1
GSBRNA2T00083143001,CDY46026,A0A078I862
GSBRNA2T00083129001,CDY46014,A0A078I9F6
GSBRNA2T00083125001,CDY46010,A0A078I568
GSBRNA2T00083136001,CDY46020,A0A078I5C0
GSBRNA2T00083135001,CDY46019,A0A078I9H1
GSBRNA2T00083142001,CDY46025,A0A078I5C6
GSBRNA2T00083132001,CDY46017,A0A078I7F8
GSBRNA2T00083137001,CDY46021,A0A078I853
GSBRNA2T00083140001,CDY46023,A0A078IA40
GSBRNA2T00083124001,CDY46009,A0A078I9D3
GSBRNA2T00083127001,CDY46012,A0A078I7E5
GSBRNA2T00083131001,CDY46016,A0A078I849
GSBRNA2T00083152001,CDY46031,A0A078I866
GSBRNA2T00083151001,CDY46030,A0A078I5D6
GSBRNA2T00083145001,CDY46028,A0A078IA44
GSBRNA2T00083130001,CDY46015,A0A078I5A3
GSBRNA2T00083134001,CDY46018,A0A078IA34
GSBRNA2T00083138001,CDY46022,A0A078I7G4
GSBRNA2T00083128001,CDY46013,A0A078IA28
GSBRNA2T00045725001,CDY65385,A0A078JFZ1
GSBRNA2T00045723001,CDY65383,A0A078JCN1
GSBRNA2T00045724001,CDY65384,A0A078JFB7
GSBRNA2T00045726001,CDY65386,A0A078JI25
GSBRNA2T00016890001,CDY71530,A0A078JYN0
GSBRNA2T00027449001,CDY72308,A0A078JXF8
GSBRNA2T00052377001,CDY66248,A0A078JF88
GSBRNA2T00052375001,CDY66246,A0A078JKA6
GSBRNA2T00052374001,CDY66245,A0A078JIE9
GSBRNA2T00052373001,CDY66244,A0A078JHT8
GSBRNA2T00052376001,CDY66247,A0A078JLJ1
GSBRNA2T00096836001,CDY70164,A0A078HES9
GSBRNA2T00088461001,CDY69507,A0A078JVF7
GSBRNA2T00088462001,CDY69508,A0A078JPK2
GSBRNA2T00088464001,CDY69510,A0A078JSW4
GSBRNA2T00088463001,CDY69509,A0A078JRQ8
GSBRNA2T00003428001,CDY70441,A0A078JYA6
GSBRNA2T00011164001,CDY71087,A0A078JZJ0
GSBRNA2T00034049001,CDY72627,A0A078K3Z8
GSBRNA2T00077045001,CDY68674,A0A078JPF5
GSBRNA2T00066109001,CDY67736,A0A078JPV9
GSBRNA2T00066108001,CDY67735,A0A078JMR2
GSBRNA2T00093654001,CDY69933,A0A078JQS0
GSBRNA2T00126304001,CDX76063,
GSBRNA2T00126430001,CDX76141,
GSBRNA2T00126288001,CDX76052,
GSBRNA2T00126286001,CDX76050,
GSBRNA2T00126212001,CDX75998,
GSBRNA2T00126217001,CDX76000,
GSBRNA2T00126383001,CDX76109,
GSBRNA2T00126384001,CDX76110,
GSBRNA2T00126215001,CDX75999,
GSBRNA2T00126470001,CDX76170,
GSBRNA2T00126432001,CDX76142,
GSBRNA2T00126548001,CDX76227,
GSBRNA2T00126449001,CDX76155,
GSBRNA2T00126371001,CDX76102,
GSBRNA2T00126534001,CDX76215,
GSBRNA2T00126443001,CDX76150,
GSBRNA2T00126273001,CDX76042,
GSBRNA2T00126349001,CDX76088,
GSBRNA2T00126555001,CDX76231,A0A078CGA7
GSBRNA2T00126385001,CDX76111,
GSBRNA2T00126199001,CDX75988,
GSBRNA2T00126294001,CDX76058,
GSBRNA2T00126218001,CDX76001,
GSBRNA2T00126452001,CDX76158,
GSBRNA2T00126545001,CDX76224,
GSBRNA2T00126357001,CDX76090,
GSBRNA2T00126478001,CDX76175,
GSBRNA2T00126346001,CDX76085,
GSBRNA2T00126494001,CDX76189,
GSBRNA2T00126320001,CDX76075,
GSBRNA2T00126291001,CDX76055,
GSBRNA2T00126211001,CDX75997,
GSBRNA2T00126284001,CDX76048,
GSBRNA2T00126308001,CDX76066,
GSBRNA2T00126435001,CDX76145,
GSBRNA2T00126330001,CDX76077,
GSBRNA2T00126405001,CDX76123,
GSBRNA2T00126359001,CDX76091,
GSBRNA2T00126505001,CDX76200,
GSBRNA2T00126368001,CDX76099,
GSBRNA2T00126202001,CDX75990,
GSBRNA2T00126266001,CDX76036,
GSBRNA2T00126549001,CDX76228,
GSBRNA2T00126293001,CDX76057,
GSBRNA2T00126232001,CDX76011,
GSBRNA2T00126311001,CDX76068,
GSBRNA2T00126356001,CDX76089,
GSBRNA2T00126380001,CDX76108,
GSBRNA2T00126429001,CDX76140,
GSBRNA2T00126411001,CDX76127,
GSBRNA2T00126588001,CDX76250,
GSBRNA2T00126369001,CDX76100,
GSBRNA2T00126226001,CDX76006,
GSBRNA2T00126314001,CDX76070,
GSBRNA2T00126386001,CDX76112,
GSBRNA2T00126544001,CDX76223,
GSBRNA2T00126295001,CDX76059,
GSBRNA2T00126481001,CDX76178,
GSBRNA2T00126240001,CDX76016,
GSBRNA2T00126492001,CDX76187,
GSBRNA2T00126298001,CDX76060,
GSBRNA2T00126551001,CDX76230,
GSBRNA2T00126317001,CDX76073,
GSBRNA2T00126451001,CDX76157,
GSBRNA2T00126328001,CDX76076,
GSBRNA2T00126225001,CDX76005,
GSBRNA2T00126457001,CDX76161,
GSBRNA2T00126594001,CDX76252,
GSBRNA2T00126230001,CDX76009,
GSBRNA2T00126459001,CDX76162,
GSBRNA2T00126597001,CDX76255,
GSBRNA2T00126578001,CDX76243,
GSBRNA2T00126340001,CDX76082,
GSBRNA2T00126378001,CDX76107,
GSBRNA2T00126446001,CDX76153,
GSBRNA2T00126261001,CDX76033,
GSBRNA2T00126250001,CDX76026,
GSBRNA2T00126428001,CDX76139,
GSBRNA2T00126200001,CDX75989,
GSBRNA2T00126427001,CDX76138,
GSBRNA2T00126546001,CDX76225,
GSBRNA2T00126264001,CDX76035,
GSBRNA2T00126348001,CDX76087,
GSBRNA2T00126573001,CDX76240,
GSBRNA2T00126506001,CDX76201,
GSBRNA2T00126313001,CDX76069,
GSBRNA2T00126256001,CDX76030,
GSBRNA2T00126426001,CDX76137,
GSBRNA2T00126469001,CDX76169,
GSBRNA2T00126550001,CDX76229,
GSBRNA2T00126223001,CDX76004,
GSBRNA2T00126417001,CDX76130,
GSBRNA2T00126377001,CDX76106,
GSBRNA2T00126422001,CDX76134,
GSBRNA2T00126535001,CDX76216,
GSBRNA2T00126614001,CDX76259,
GSBRNA2T00126460001,CDX76163,
GSBRNA2T00126447001,CDX76154,
GSBRNA2T00126609001,CDX76256,
GSBRNA2T00126257001,CDX76031,
GSBRNA2T00126208001,CDX75994,
GSBRNA2T00126360001,CDX76092,
GSBRNA2T00126421001,CDX76133,
GSBRNA2T00126566001,CDX76236,
GSBRNA2T00126373001,CDX76104,
GSBRNA2T00126249001,CDX76025,A0A078CGT8
GSBRNA2T00126487001,CDX76182,
GSBRNA2T00126334001,CDX76079,
GSBRNA2T00126437001,CDX76146,
GSBRNA2T00126277001,CDX76044,
GSBRNA2T00126490001,CDX76185,
GSBRNA2T00126474001,CDX76173,
GSBRNA2T00126583001,CDX76247,
GSBRNA2T00126503001,CDX76198,A0A078CMA6
GSBRNA2T00126362001,CDX76094,
GSBRNA2T00126471001,CDX76171,
GSBRNA2T00126246001,CDX76022,
GSBRNA2T00126269001,CDX76039,
GSBRNA2T00126498001,CDX76193,
GSBRNA2T00126347001,CDX76086,
GSBRNA2T00126434001,CDX76144,
GSBRNA2T00126576001,CDX76241,A0A078CGB5
GSBRNA2T00126461001,CDX76164,
GSBRNA2T00126465001,CDX76167,
GSBRNA2T00126536001,CDX76217,
GSBRNA2T00126227001,CDX76007,
GSBRNA2T00126595001,CDX76253,
GSBRNA2T00126341001,CDX76083,
GSBRNA2T00126537001,CDX76218,
GSBRNA2T00126450001,CDX76156,
GSBRNA2T00126402001,CDX76120,
GSBRNA2T00126569001,CDX76238,
GSBRNA2T00126410001,CDX76126,
GSBRNA2T00126468001,CDX76168,
GSBRNA2T00126245001,CDX76021,
GSBRNA2T00126561001,CDX76234,
GSBRNA2T00126589001,CDX76251,
GSBRNA2T00126238001,CDX76014,
GSBRNA2T00126424001,CDX76135,
GSBRNA2T00126496001,CDX76191,
GSBRNA2T00126285001,CDX76049,
GSBRNA2T00126194001,CDX75986,
GSBRNA2T00126418001,CDX76131,
GSBRNA2T00126571001,CDX76239,
GSBRNA2T00126281001,CDX76046,A0A078IBL1
GSBRNA2T00126532001,CDX76213,
