arabidopsis,tomato,Group Number
AT2G39580,Solyc04g011380.4,OG0007121
AT5G63080,Solyc03g112600.4,OG0012239
AT2G39910,Solyc06g009690.3,OG0006705
AT3G28430,Solyc07g018100.2,OG0011662
AT4G24270,Solyc01g102970.3,OG0002339
AT4G24270,Solyc07g016117.1,OG0002339
AT4G24270,Solyc07g016145.1,OG0002339
AT1G61720,Solyc03g031470.3,OG0000830
AT1G61720,Solyc10g009540.1,OG0000830
AT1G61720,Solyc10g150105.1,OG0000830
AT1G61720,Solyc10g150104.1,OG0000830
AT1G61720,Solyc04g015590.4,OG0000830
AT1G61720,Solyc10g009500.4,OG0000830
AT5G45290,Solyc08g075080.3,OG0012116
AT3G53710,Solyc09g010520.3,OG0001886
AT3G53710,Solyc10g084690.2,OG0001886
AT2G37550,Solyc09g010520.3,OG0001886
AT2G37550,Solyc10g084690.2,OG0001886
AT5G05830,Solyc09g011770.3,OG0006123
AT5G05830,Solyc10g086700.3,OG0006123
AT5G51100,Solyc03g095180.3,OG0004284
AT4G00651,Solyc03g095180.3,OG0004284
AT2G34470,Solyc02g070670.4,OG0006925
AT3G46510,Solyc06g076040.3,OG0005434
AT3G46510,Solyc11g066040.2,OG0005434
AT4G01370,Solyc01g094960.3,OG0008605
AT1G77860,Solyc10g050105.1,OG0004756
AT1G77860,Solyc11g013320.2,OG0004756
AT3G15080,Solyc12g014060.2,OG0010932
AT5G05980,Solyc05g052920.4,OG0013417
AT5G56730,Solyc12g008710.2,OG0013258
AT1G20160,Solyc04g081810.4,OG0002687
AT1G20160,Solyc01g006660.3,OG0002687
AT1G20150,Solyc04g081810.4,OG0002687
AT1G20150,Solyc01g006660.3,OG0002687
AT4G38090,Solyc11g010510.2,OG0007757
AT4G38150,Solyc12g096140.3,OG0007829
AT1G65890,Solyc02g081370.2,OG0000610
AT1G65890,Solyc02g081360.4,OG0000610
AT1G65890,Solyc03g031870.3,OG0000610
AT1G65890,Solyc02g081345.1,OG0000610
AT1G68270,Solyc02g081370.2,OG0000610
AT1G68270,Solyc02g081360.4,OG0000610
AT1G68270,Solyc03g031870.3,OG0000610
AT1G68270,Solyc02g081345.1,OG0000610
AT1G65880,Solyc02g081370.2,OG0000610
AT1G65880,Solyc02g081360.4,OG0000610
AT1G65880,Solyc03g031870.3,OG0000610
AT1G65880,Solyc02g081345.1,OG0000610
AT1G66120,Solyc02g081370.2,OG0000610
AT1G66120,Solyc02g081360.4,OG0000610
AT1G66120,Solyc03g031870.3,OG0000610
AT1G66120,Solyc02g081345.1,OG0000610
AT5G48335,Solyc06g082830.3,OG0003028
AT5G48335,Solyc09g018900.3,OG0003028
AT3G07580,Solyc06g082830.3,OG0003028
AT3G07580,Solyc09g018900.3,OG0003028
AT3G27060,Solyc02g094160.1,OG0011142
AT5G09390,Solyc04g009060.4,OG0012906
AT1G08280,Solyc06g074370.3,OG0010492
AT1G53030,Solyc07g063160.2,OG0002565
AT1G53030,Solyc10g007010.1,OG0002565
AT3G15352,Solyc07g063160.2,OG0002565
AT3G15352,Solyc10g007010.1,OG0002565
AT4G16360,Solyc05g054220.3,OG0004140
AT4G16360,Solyc11g012710.2,OG0004140
AT1G31910,Solyc06g066310.3,OG0004997
AT1G31910,Solyc08g076140.3,OG0004997
AT3G50990,Solyc02g084790.3,OG0000852
AT3G50990,Solyc02g084780.4,OG0000852
AT3G50990,Solyc12g017660.3,OG0000852
AT3G50990,Solyc02g062510.3,OG0000852
AT3G50990,Solyc02g084800.4,OG0000852
AT5G66390,Solyc02g084790.3,OG0000852
AT5G66390,Solyc02g084780.4,OG0000852
AT5G66390,Solyc12g017660.3,OG0000852
AT5G66390,Solyc02g062510.3,OG0000852
AT5G66390,Solyc02g084800.4,OG0000852
AT5G46190,Solyc08g048500.3,OG0004239
AT4G18375,Solyc08g048500.3,OG0004239
AT4G09020,Solyc06g009220.4,OG0007680
AT1G22800,Solyc10g012160.3,OG0009693
AT2G37240,Solyc09g007190.3,OG0006632
AT1G52760,Solyc03g119980.3,OG0010027
AT5G13770,Solyc04g008570.4,OG0013209
AT5G55980,Solyc12g006220.3,OG0003171
AT5G55980,Solyc12g007060.1,OG0003171
AT5G55980,Solyc07g045200.1,OG0003171
AT5G42700,Solyc04g079130.2,OG0012009
AT1G08480,Solyc06g073900.3,OG0004558
AT1G08480,Solyc11g071790.2,OG0004558
AT1G27760,Solyc12g088370.2,OG0004697
AT1G27760,Solyc04g077920.3,OG0004697
AT2G28160,Solyc06g051550.4,OG0006985
AT3G56010,Solyc03g095990.1,OG0011948
AT4G24190,Solyc04g081570.3,OG0008197
AT4G24960,Solyc11g010930.2,OG0001470
AT4G24960,Solyc06g072680.4,OG0001470
AT4G24960,Solyc03g097420.3,OG0001470
AT5G50720,Solyc11g010930.2,OG0001470
AT5G50720,Solyc06g072680.4,OG0001470
AT5G50720,Solyc03g097420.3,OG0001470
AT1G80750,Solyc03g117060.4,OG0005123
AT1G80750,Solyc06g068400.3,OG0005123
AT4G18540,Solyc03g006230.1,OG0004287
AT4G18540,Solyc02g032600.1,OG0004287
AT3G52980,Solyc07g047940.4,OG0003679
AT2G05160,Solyc07g047940.4,OG0003679
AT5G11040,Solyc06g065840.3,OG0012562
AT4G32690,Solyc08g068070.3,OG0008560
AT4G10680,Solyc10g079360.3,OG0000978
AT5G39230,Solyc10g079360.3,OG0000978
AT2G41630,Solyc10g079360.3,OG0000978
AT3G10330,Solyc10g079360.3,OG0000978
AT3G29380,Solyc10g079360.3,OG0000978
AT4G31740,Solyc01g112150.3,OG0003310
AT2G17980,Solyc01g112150.3,OG0003310
AT1G01950,Solyc01g091480.4,OG0008742
AT5G53190,Solyc03g007360.3,OG0012173
AT1G43010,Solyc07g063220.4,OG0000364
AT1G43010,Solyc02g078330.3,OG0000364
AT2G20710,Solyc07g063220.4,OG0000364
AT2G20710,Solyc02g078330.3,OG0000364
AT1G28000,Solyc07g063220.4,OG0000364
AT1G28000,Solyc02g078330.3,OG0000364
AT1G28020,Solyc07g063220.4,OG0000364
AT1G28020,Solyc02g078330.3,OG0000364
AT2G20720,Solyc07g063220.4,OG0000364
AT2G20720,Solyc02g078330.3,OG0000364
AT3G11350,Solyc07g063220.4,OG0000364
AT3G11350,Solyc02g078330.3,OG0000364
AT1G05005,Solyc07g063220.4,OG0000364
AT1G05005,Solyc02g078330.3,OG0000364
AT4G21705,Solyc07g063220.4,OG0000364
AT4G21705,Solyc02g078330.3,OG0000364
AT3G11380,Solyc07g063220.4,OG0000364
AT3G11380,Solyc02g078330.3,OG0000364
AT3G11620,Solyc01g007790.4,OG0011492
AT5G64320,Solyc08g076680.3,OG0013647
AT5G14710,Solyc02g086780.4,OG0012381
AT5G47560,Solyc11g012360.2,OG0012958
AT5G62230,Solyc03g007050.3,OG0005775
AT5G07180,Solyc03g007050.3,OG0005775
AT4G09570,Solyc11g018610.2,OG0001057
AT4G09570,Solyc01g057700.1,OG0001057
AT4G09570,Solyc11g032010.1,OG0001057
AT4G09570,Solyc06g065380.4,OG0001057
AT1G35670,Solyc11g018610.2,OG0001057
AT1G35670,Solyc01g057700.1,OG0001057
AT1G35670,Solyc11g032010.1,OG0001057
AT1G35670,Solyc06g065380.4,OG0001057
AT3G44735,Solyc06g074540.4,OG0010750
AT5G48730,Solyc01g006500.4,OG0012663
AT1G64180,Solyc01g095390.3,OG0002545
AT1G64180,Solyc08g081830.3,OG0002545
AT5G41620,Solyc01g095390.3,OG0002545
AT5G41620,Solyc08g081830.3,OG0002545
AT3G26820,Solyc02g094430.4,OG0001674
AT3G26840,Solyc02g094430.4,OG0001674
AT5G41120,Solyc02g094430.4,OG0001674
AT5G41130,Solyc02g094430.4,OG0001674
AT4G10340,Solyc06g063370.3,OG0008169
AT1G79030,Solyc07g066290.3,OG0004578
AT1G16680,Solyc07g066290.3,OG0004578
AT1G69800,Solyc01g010700.3,OG0009326
ATCG01110,Solyc00g500192.1,OG0001880
ATCG01110,Solyc00g500087.1,OG0001880
ATCG01110,Solyc00g500124.1,OG0001880
AT2G39830,Solyc03g079910.3,OG0003799
AT2G39830,Solyc05g052910.4,OG0003799
AT3G27970,Solyc02g086850.3,OG0001672
AT3G27970,Solyc02g067730.2,OG0001672
AT3G27970,Solyc02g067720.1,OG0001672
AT5G40310,Solyc02g086850.3,OG0001672
AT5G40310,Solyc02g067730.2,OG0001672
AT5G40310,Solyc02g067720.1,OG0001672
AT1G21690,Solyc11g012820.2,OG0008702
AT1G17470,Solyc03g121980.3,OG0005162
AT1G17470,Solyc12g035420.3,OG0005162
AT3G59980,Solyc08g015960.3,OG0010868
AT1G08380,Solyc06g074200.4,OG0008912
AT1G34420,Solyc11g017270.2,OG0004579
AT1G34420,Solyc11g017280.2,OG0004579
AT5G03340,Solyc06g074980.3,OG0012501
AT5G17810,Solyc06g072890.3,OG0005479
AT3G03660,Solyc06g072890.3,OG0005479
AT2G34780,Solyc07g041330.3,OG0003751
AT2G34780,Solyc02g022870.4,OG0003751
AT5G43810,Solyc09g082830.4,OG0012468
AT4G22970,Solyc01g104490.3,OG0002256
AT4G24300,Solyc01g104490.3,OG0002256
AT5G28550,Solyc01g104490.3,OG0002256
AT5G23150,Solyc02g014115.1,OG0005825
AT5G08230,Solyc02g014115.1,OG0005825
AT5G58005,Solyc12g010150.3,OG0013360
AT5G37380,Solyc03g019630.1,OG0002484
AT5G37380,Solyc03g007280.4,OG0002484
AT4G19580,Solyc03g019630.1,OG0002484
AT4G19580,Solyc03g007280.4,OG0002484
AT1G23210,Solyc09g010210.3,OG0004589
AT1G70710,Solyc09g010210.3,OG0004589
AT5G15390,Solyc02g088540.3,OG0012494
AT4G31150,Solyc12g096280.2,OG0008096
AT2G41500,Solyc04g016510.3,OG0003577
AT2G05720,Solyc04g016510.3,OG0003577
AT1G10720,Solyc04g077600.3,OG0004725
AT1G10720,Solyc07g022920.3,OG0004725
AT5G64070,Solyc11g005910.2,OG0005842
AT5G09350,Solyc11g005910.2,OG0005842
AT3G63230,Solyc01g088660.3,OG0002175
AT5G65040,Solyc01g088660.3,OG0002175
AT2G44670,Solyc01g088660.3,OG0002175
AT3G27020,Solyc02g094280.4,OG0005621
AT5G41000,Solyc02g094280.4,OG0005621
AT4G17950,Solyc08g077030.4,OG0001024
AT4G17950,Solyc08g059690.1,OG0001024
AT4G17950,Solyc08g006950.4,OG0001024
AT5G46640,Solyc08g077030.4,OG0001024
AT5G46640,Solyc08g059690.1,OG0001024
AT5G46640,Solyc08g006950.4,OG0001024
AT4G39925,Solyc08g077030.4,OG0001024
AT4G39925,Solyc08g059690.1,OG0001024
AT4G39925,Solyc08g006950.4,OG0001024
AT3G09720,Solyc09g007440.3,OG0010687
AT4G18975,Solyc02g071570.4,OG0008365
AT5G64560,Solyc03g005390.3,OG0003133
AT5G09690,Solyc03g005390.3,OG0003133
AT5G09720,Solyc03g005390.3,OG0003133
AT3G22070,Solyc07g052680.1,OG0011556
AT3G01160,Solyc02g083470.3,OG0011340
AT3G47960,Solyc06g071090.3,OG0000796
AT3G47960,Solyc03g113430.3,OG0000796
AT3G47960,Solyc06g071570.3,OG0000796
AT3G47960,Solyc03g113420.4,OG0000796
AT5G62680,Solyc06g071090.3,OG0000796
AT5G62680,Solyc03g113430.3,OG0000796
AT5G62680,Solyc06g071570.3,OG0000796
AT5G62680,Solyc03g113420.4,OG0000796
AT1G18880,Solyc06g071090.3,OG0000796
AT1G18880,Solyc03g113430.3,OG0000796
AT1G18880,Solyc06g071570.3,OG0000796
AT1G18880,Solyc03g113420.4,OG0000796
AT5G45910,Solyc03g006240.3,OG0013613
AT5G06280,Solyc01g007770.2,OG0013641
AT5G10700,Solyc12g096390.2,OG0013687
AT2G41620,Solyc04g016240.3,OG0003800
AT3G57350,Solyc04g016240.3,OG0003800
AT3G16370,Solyc03g121180.4,OG0005495
AT3G16370,Solyc03g121170.3,OG0005495
AT4G35750,Solyc02g083250.3,OG0008661
AT2G20410,Solyc09g090050.4,OG0007414
AT1G49870,Solyc01g107260.4,OG0009634
AT4G16490,Solyc11g012440.1,OG0004048
AT4G16490,Solyc04g014810.3,OG0004048
AT4G13400,Solyc04g049620.2,OG0008555
AT1G32080,Solyc08g076290.3,OG0010601
AT5G60640,Solyc06g075210.4,OG0006065
AT5G60640,Solyc11g069400.2,OG0006065
AT2G27470,Solyc11g068480.2,OG0006798
AT2G21100,Solyc01g111230.3,OG0006704
AT1G48160,Solyc08g082740.4,OG0010209
AT5G10940,Solyc04g076020.3,OG0013662
AT3G25530,Solyc09g018790.3,OG0003454
AT2G04137,Solyc09g018790.3,OG0003454
AT2G23420,Solyc02g093290.3,OG0003483
AT4G36940,Solyc02g093290.3,OG0003483
AT3G47890,Solyc03g113370.3,OG0001708
AT3G47890,Solyc10g050055.1,OG0001708
AT3G47890,Solyc06g071120.3,OG0001708
AT3G47910,Solyc03g113370.3,OG0001708
AT3G47910,Solyc10g050055.1,OG0001708
AT3G47910,Solyc06g071120.3,OG0001708
AT1G75520,Solyc03g033680.1,OG0000618
AT1G75520,Solyc02g062400.3,OG0000618
AT1G75520,Solyc02g084680.3,OG0000618
AT5G66350,Solyc03g033680.1,OG0000618
AT5G66350,Solyc02g062400.3,OG0000618
AT5G66350,Solyc02g084680.3,OG0000618
AT5G33210,Solyc03g033680.1,OG0000618
AT5G33210,Solyc02g062400.3,OG0000618
AT5G33210,Solyc02g084680.3,OG0000618
AT3G51060,Solyc03g033680.1,OG0000618
AT3G51060,Solyc02g062400.3,OG0000618
AT3G51060,Solyc02g084680.3,OG0000618
AT1G19790,Solyc03g033680.1,OG0000618
AT1G19790,Solyc02g062400.3,OG0000618
AT1G19790,Solyc02g084680.3,OG0000618
AT5G62650,Solyc03g007620.3,OG0012877
AT4G10120,Solyc11g045110.3,OG0008212
AT5G57500,Solyc07g018200.1,OG0013076
AT1G60050,Solyc04g025780.1,OG0001071
AT1G60050,Solyc04g025750.3,OG0001071
AT1G60050,Solyc05g005870.3,OG0001071
AT1G60050,Solyc04g025790.1,OG0001071
AT1G70260,Solyc04g025780.1,OG0001071
AT1G70260,Solyc04g025750.3,OG0001071
AT1G70260,Solyc05g005870.3,OG0001071
AT1G70260,Solyc04g025790.1,OG0001071
AT4G12570,Solyc05g054080.3,OG0000327
AT4G12570,Solyc11g012330.3,OG0000327
AT4G12570,Solyc09g005143.1,OG0000327
AT4G12570,Solyc11g012340.1,OG0000327
AT4G12570,Solyc09g059770.1,OG0000327
AT4G12570,Solyc09g059820.2,OG0000327
AT4G12570,Solyc10g083470.2,OG0000327
AT4G12570,Solyc06g043210.1,OG0000327
AT4G12570,Solyc09g005147.1,OG0000327
AT4G12570,Solyc09g056040.4,OG0000327
AT4G12570,Solyc12g094560.2,OG0000327
AT2G30470,Solyc06g082520.3,OG0006477
AT5G16870,Solyc12g077590.2,OG0005577
AT3G03010,Solyc12g077590.2,OG0005577
AT5G14100,Solyc02g068180.3,OG0013311
AT2G23150,Solyc02g092800.3,OG0003622
AT5G67330,Solyc02g092800.3,OG0003622
AT1G60600,Solyc01g105460.4,OG0010402
AT5G18800,Solyc08g080240.3,OG0005228
AT3G06310,Solyc08g080240.3,OG0005228
AT4G11850,Solyc08g080130.3,OG0002394
AT4G11830,Solyc08g080130.3,OG0002394
AT4G11840,Solyc08g080130.3,OG0002394
AT5G64680,Solyc09g009850.4,OG0005979
AT5G64680,Solyc01g008760.4,OG0005979
AT1G22630,Solyc11g021365.2,OG0008768
AT1G65320,Solyc04g056630.3,OG0009726
AT1G51500,Solyc11g065350.2,OG0002589
AT3G21080,Solyc11g065350.2,OG0002589
AT3G21090,Solyc11g065350.2,OG0002589
AT4G18530,Solyc01g103170.4,OG0008453
AT3G49055,Solyc03g025460.3,OG0010820
AT3G59090,Solyc02g070860.4,OG0011242
AT1G73180,Solyc08g014060.4,OG0009486
AT4G13870,Solyc11g017130.2,OG0000694
AT4G13870,Solyc06g065450.3,OG0000694
AT4G13870,Solyc09g092340.4,OG0000694
AT4G13885,Solyc11g017130.2,OG0000694
AT4G13885,Solyc06g065450.3,OG0000694
AT4G13885,Solyc09g092340.4,OG0000694
AT1G34355,Solyc11g017130.2,OG0000694
AT1G34355,Solyc06g065450.3,OG0000694
AT1G34355,Solyc09g092340.4,OG0000694
AT2G34110,Solyc11g017130.2,OG0000694
AT2G34110,Solyc06g065450.3,OG0000694
AT2G34110,Solyc09g092340.4,OG0000694
AT1G62350,Solyc08g061590.4,OG0010169
AT3G44680,Solyc11g067020.3,OG0002877
AT3G44660,Solyc11g067020.3,OG0002877
AT3G44490,Solyc11g067020.3,OG0002877
AT1G22260,Solyc04g074120.4,OG0004726
AT1G22275,Solyc04g074120.4,OG0004726
AT1G63820,Solyc08g081350.2,OG0004813
AT5G41380,Solyc08g081350.2,OG0004813
AT1G13040,Solyc06g008190.1,OG0010333
AT5G27270,Solyc03g097000.3,OG0013017
AT1G62540,Solyc06g062320.3,OG0000186
AT1G62540,Solyc06g062310.3,OG0000186
AT1G62540,Solyc06g060610.2,OG0000186
AT1G65860,Solyc06g062320.3,OG0000186
AT1G65860,Solyc06g062310.3,OG0000186
AT1G65860,Solyc06g060610.2,OG0000186
AT1G62560,Solyc06g062320.3,OG0000186
AT1G62560,Solyc06g062310.3,OG0000186
AT1G62560,Solyc06g060610.2,OG0000186
AT1G12140,Solyc06g062320.3,OG0000186
AT1G12140,Solyc06g062310.3,OG0000186
AT1G12140,Solyc06g060610.2,OG0000186
AT1G62620,Solyc06g062320.3,OG0000186
AT1G62620,Solyc06g062310.3,OG0000186
AT1G62620,Solyc06g060610.2,OG0000186
AT1G63370,Solyc06g062320.3,OG0000186
AT1G63370,Solyc06g062310.3,OG0000186
AT1G63370,Solyc06g060610.2,OG0000186
AT1G62580,Solyc06g062320.3,OG0000186
AT1G62580,Solyc06g062310.3,OG0000186
AT1G62580,Solyc06g060610.2,OG0000186
AT1G12160,Solyc06g062320.3,OG0000186
AT1G12160,Solyc06g062310.3,OG0000186
AT1G12160,Solyc06g060610.2,OG0000186
AT1G62570,Solyc06g062320.3,OG0000186
AT1G62570,Solyc06g062310.3,OG0000186
AT1G62570,Solyc06g060610.2,OG0000186
AT1G12130,Solyc06g062320.3,OG0000186
AT1G12130,Solyc06g062310.3,OG0000186
AT1G12130,Solyc06g060610.2,OG0000186
AT1G62600,Solyc06g062320.3,OG0000186
AT1G62600,Solyc06g062310.3,OG0000186
AT1G62600,Solyc06g060610.2,OG0000186
AT1G12200,Solyc06g062320.3,OG0000186
AT1G12200,Solyc06g062310.3,OG0000186
AT1G12200,Solyc06g060610.2,OG0000186
AT1G63340,Solyc06g062320.3,OG0000186
AT1G63340,Solyc06g062310.3,OG0000186
AT1G63340,Solyc06g060610.2,OG0000186
AT1G63390,Solyc06g062320.3,OG0000186
AT1G63390,Solyc06g062310.3,OG0000186
AT1G63390,Solyc06g060610.2,OG0000186
AT3G09570,Solyc10g084530.1,OG0001711
AT3G09570,Solyc09g005920.4,OG0001711
AT5G18520,Solyc10g084530.1,OG0001711
AT5G18520,Solyc09g005920.4,OG0001711
AT5G02630,Solyc10g084530.1,OG0001711
AT5G02630,Solyc09g005920.4,OG0001711
AT4G25370,Solyc03g007110.3,OG0008119
AT1G65430,Solyc11g008580.3,OG0009558
AT5G05270,Solyc05g052240.3,OG0012205
AT3G49680,Solyc03g043880.3,OG0005385
AT3G49680,Solyc02g091970.4,OG0005385
AT3G09080,Solyc09g013160.3,OG0011717
ATMG01360,Solyc00g500349.1,OG0002251
ATMG01360,Solyc00g500250.1,OG0002251
ATMG01360,Solyc00g500186.1,OG0002251
AT4G32760,Solyc10g044750.3,OG0002371
AT4G32760,Solyc11g071270.2,OG0002371
AT4G32760,Solyc08g068370.3,OG0002371
AT2G39700,Solyc06g051800.3,OG0001274
AT2G39700,Solyc06g076220.3,OG0001274
AT2G28950,Solyc06g051800.3,OG0001274
AT2G28950,Solyc06g076220.3,OG0001274
AT3G55500,Solyc06g051800.3,OG0001274
AT3G55500,Solyc06g076220.3,OG0001274
AT5G18410,Solyc11g013280.1,OG0005804
AT5G18410,Solyc03g096450.3,OG0005804
AT3G21330,Solyc03g121240.1,OG0005409
AT3G21330,Solyc06g062460.3,OG0005409
AT4G38790,Solyc01g111090.3,OG0008161
AT3G48187,Solyc06g071490.3,OG0011703
AT2G24570,Solyc08g006320.4,OG0003658
AT4G31550,Solyc08g006320.4,OG0003658
AT3G47730,Solyc03g113070.4,OG0002909
AT5G61690,Solyc03g113070.4,OG0002909
AT5G61730,Solyc03g113070.4,OG0002909
AT4G09650,Solyc12g056830.1,OG0008249
AT1G59720,Solyc05g006800.2,OG0009683
AT3G50560,Solyc02g065060.3,OG0005663
AT3G50560,Solyc02g090540.4,OG0005663
AT3G53520,Solyc09g005540.3,OG0000382
AT3G53520,Solyc09g005490.1,OG0000382
AT3G53520,Solyc10g085920.3,OG0000382
AT3G53520,Solyc09g007870.3,OG0000382
AT3G53520,Solyc09g005470.3,OG0000382
AT3G53520,Solyc12g099480.2,OG0000382
AT3G53520,Solyc09g005530.3,OG0000382
AT3G53520,Solyc09g005810.4,OG0000382
AT3G53520,Solyc01g066700.4,OG0000382
AT5G03280,Solyc09g005540.3,OG0000382
AT5G03280,Solyc09g005490.1,OG0000382
AT5G03280,Solyc10g085920.3,OG0000382
AT5G03280,Solyc09g007870.3,OG0000382
AT5G03280,Solyc09g005470.3,OG0000382
AT5G03280,Solyc12g099480.2,OG0000382
AT5G03280,Solyc09g005530.3,OG0000382
AT5G03280,Solyc09g005810.4,OG0000382
AT5G03280,Solyc01g066700.4,OG0000382
AT4G15120,Solyc07g043250.1,OG0004027
AT3G22160,Solyc07g043250.1,OG0004027
AT4G00300,Solyc01g094920.3,OG0007827
AT5G50410,Solyc03g112570.2,OG0013493
AT5G25040,Solyc08g006680.3,OG0005705
AT5G25050,Solyc08g006680.3,OG0005705
AT5G03430,Solyc10g083960.2,OG0005851
AT5G03430,Solyc09g008310.3,OG0005851
AT3G58460,Solyc10g081600.2,OG0011045
AT1G08650,Solyc05g055050.3,OG0000822
AT1G08650,Solyc04g009910.3,OG0000822
AT1G08650,Solyc04g009900.4,OG0000822
AT1G08650,Solyc06g053620.4,OG0000822
AT1G08650,Solyc09g090090.2,OG0000822
AT3G04530,Solyc05g055050.3,OG0000822
AT3G04530,Solyc04g009910.3,OG0000822
AT3G04530,Solyc04g009900.4,OG0000822
AT3G04530,Solyc06g053620.4,OG0000822
AT3G04530,Solyc09g090090.2,OG0000822
AT1G55850,Solyc07g065660.4,OG0009531
AT5G13050,Solyc03g113590.3,OG0012550
AT1G05360,Solyc09g075850.3,OG0004193
AT4G14950,Solyc09g075850.3,OG0004193
AT2G04900,Solyc07g047700.4,OG0006497
AT2G38330,Solyc10g085340.1,OG0007041
AT4G29470,Solyc07g032220.3,OG0001888
AT2G19690,Solyc07g032220.3,OG0001888
AT4G29460,Solyc07g032220.3,OG0001888
AT3G58180,Solyc08g077830.1,OG0002910
AT3G62530,Solyc08g077830.1,OG0002910
AT3G43260,Solyc08g077830.1,OG0002910
AT1G32760,Solyc08g083270.3,OG0004076
AT4G10630,Solyc08g083270.3,OG0004076
AT3G51670,Solyc09g015080.3,OG0003339
AT2G15670,Solyc09g015080.3,OG0003339
AT2G28740,Solyc11g066160.1,OG0000475
AT1G07660,Solyc11g066160.1,OG0000475
AT3G46320,Solyc11g066160.1,OG0000475
AT5G59690,Solyc11g066160.1,OG0000475
AT3G45930,Solyc11g066160.1,OG0000475
AT3G53730,Solyc11g066160.1,OG0000475
AT5G59970,Solyc11g066160.1,OG0000475
AT1G07820,Solyc11g066160.1,OG0000475
AT2G04160,Solyc07g056170.4,OG0003936
AT2G04160,Solyc12g011140.3,OG0003936
AT5G04220,Solyc09g007860.4,OG0013355
AT1G17960,Solyc07g064750.1,OG0001116
AT1G17960,Solyc08g074550.3,OG0001116
AT1G17960,Solyc05g005800.4,OG0001116
AT5G26830,Solyc07g064750.1,OG0001116
AT5G26830,Solyc08g074550.3,OG0001116
AT5G26830,Solyc05g005800.4,OG0001116
AT1G18130,Solyc07g064750.1,OG0001116
AT1G18130,Solyc08g074550.3,OG0001116
AT1G18130,Solyc05g005800.4,OG0001116
AT1G65290,Solyc04g015370.3,OG0005141
AT5G36280,Solyc04g015370.3,OG0005141
AT5G55280,Solyc07g065050.4,OG0006075
AT5G55280,Solyc12g014560.3,OG0006075
AT5G65000,Solyc05g051590.3,OG0012097
AT1G16330,Solyc07g066660.4,OG0009960
AT3G01910,Solyc02g094120.3,OG0011990
AT1G18950,Solyc03g113500.4,OG0009026
AT3G49420,Solyc02g069610.3,OG0005649
AT5G01430,Solyc02g069610.3,OG0005649
AT5G61400,Solyc06g069700.4,OG0012420
AT5G05520,Solyc04g079270.4,OG0005576
AT3G11070,Solyc04g079270.4,OG0005576
AT1G72416,Solyc03g123560.3,OG0005026
AT3G14200,Solyc03g123560.3,OG0005026
AT1G16280,Solyc10g005520.3,OG0009830
AT3G24000,Solyc11g005970.1,OG0011081
AT3G50750,Solyc02g063010.3,OG0011385
AT3G55850,Solyc08g014470.4,OG0011489
AT3G56130,Solyc06g050590.3,OG0011848
AT1G08350,Solyc06g074310.4,OG0009997
AT1G11090,Solyc03g006560.3,OG0010573
AT1G18835,Solyc03g116070.1,OG0004795
AT1G74660,Solyc03g116070.1,OG0004795
AT3G20650,Solyc09g005300.3,OG0005476
AT3G20650,Solyc03g118250.4,OG0005476
AT4G36710,Solyc02g085600.1,OG0008155
AT3G49725,Solyc02g092010.4,OG0011145
AT1G52540,Solyc03g116760.3,OG0001657
AT1G52540,Solyc07g006610.3,OG0001657
AT1G52540,Solyc03g006890.3,OG0001657
AT3G15890,Solyc03g116760.3,OG0001657
AT3G15890,Solyc07g006610.3,OG0001657
AT3G15890,Solyc03g006890.3,OG0001657
AT5G39830,Solyc02g067360.3,OG0012062
AT5G49810,Solyc01g102940.3,OG0012776
AT5G13990,Solyc02g094370.1,OG0012897
AT1G15910,Solyc03g117040.3,OG0000979
AT4G00380,Solyc03g117040.3,OG0000979
AT1G80790,Solyc03g117040.3,OG0000979
AT2G16490,Solyc03g117040.3,OG0000979
AT3G29375,Solyc03g117040.3,OG0000979
AT5G11560,Solyc09g008610.4,OG0012435
AT1G11950,Solyc02g081010.3,OG0004811
AT1G62310,Solyc02g081010.3,OG0004811
AT5G08620,Solyc01g095740.4,OG0003156
AT5G08610,Solyc01g095740.4,OG0003156
AT5G63630,Solyc01g095740.4,OG0003156
AT4G27620,Solyc11g005810.2,OG0004055
AT4G27610,Solyc11g005810.2,OG0004055
AT3G61440,Solyc10g012370.3,OG0010860
AT4G29735,Solyc12g008860.3,OG0008082
AT2G25770,Solyc08g066420.1,OG0007463
AT3G42950,Solyc12g009210.2,OG0005212
AT3G42950,Solyc07g042160.3,OG0005212
AT5G49555,Solyc02g085250.4,OG0012643
AT1G18360,Solyc03g098020.4,OG0004786
AT1G73480,Solyc03g098020.4,OG0004786
AT5G65110,Solyc04g054890.3,OG0013134
AT4G28290,Solyc07g054060.3,OG0008227
AT5G55970,Solyc07g065810.2,OG0002329
AT5G55970,Solyc12g015800.2,OG0002329
AT4G26580,Solyc07g065810.2,OG0002329
AT4G26580,Solyc12g015800.2,OG0002329
AT1G24130,Solyc05g006340.3,OG0004926
AT1G24130,Solyc04g005020.3,OG0004926
AT2G32800,Solyc09g091990.3,OG0007003
AT1G49960,Solyc10g049280.2,OG0005129
AT1G49960,Solyc01g106920.4,OG0005129
AT2G36530,Solyc09g009020.3,OG0006556
AT1G08590,Solyc04g050170.4,OG0009050
AT4G10265,Solyc07g054760.1,OG0002287
AT4G10265,Solyc07g054780.1,OG0002287
AT4G10265,Solyc07g054800.1,OG0002287
