"","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash"
"786","SRR6261412","2017-11-14 10:44:12","2017-11-13 14:21:44",29662720,2994686294,0,100,1498,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261412/SRR6261412.sralite.1","SRX3367743","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665390","SAMN07981856","simple",28377,"Anolis carolinensis","GSM2843046",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","A435A584019E4577D84974ABFD9779BB","0DD84AD173C725217358042D42DAFED5"
"785","SRR6261411","2017-11-14 10:44:12","2017-11-13 14:28:30",25451057,2569347008,0,100,1356,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261411/SRR6261411.sralite.1","SRX3367742","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665388","SAMN07981857","simple",28377,"Anolis carolinensis","GSM2843045",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","D1D54BA2FC33335E842C64D154016931","70D19B75AA8932177229F5645BA4BBFD"
"784","SRR6261410","2017-11-14 10:44:12","2017-11-13 14:22:49",28746462,2902238247,0,100,1460,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261410/SRR6261410.sralite.1","SRX3367741","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665387","SAMN07981858","simple",28377,"Anolis carolinensis","GSM2843044",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","4D209308A76D56C2B42B23DA2AF22C9E","5ABCDBB492E26E54E5AC75F2F02F59A2"
"783","SRR6261409","2017-11-14 10:44:12","2017-11-13 14:30:05",28341204,2860807553,0,100,1461,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261409/SRR6261409.sralite.1","SRX3367740","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665385","SAMN07981859","simple",28377,"Anolis carolinensis","GSM2843043",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","051DD45CB1D81611C6EA0036D220E4D0","24007C0F4D2E05DB2ACD84672292D44D"
"782","SRR6261408","2017-11-14 10:44:12","2017-11-13 14:51:46",38306791,3867214732,0,100,1902,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261408/SRR6261408.sralite.1","SRX3367739","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665386","SAMN07981860","simple",28377,"Anolis carolinensis","GSM2843042",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","318509420D4DC49AC9112737124DC606","20A571FC27FA4FBD9E4483F4B19C336F"
"781","SRR6261407","2017-11-14 10:44:12","2017-11-13 15:12:37",39461416,3983770283,0,100,1934,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261407/SRR6261407.sralite.1","SRX3367738","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665383","SAMN07981861","simple",28377,"Anolis carolinensis","GSM2843041",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","B382CE77B902751D91D0D40785C1DDD2","4BBE80D7B3FB1E4E5F92293067744F99"
"780","SRR6261406","2017-11-14 10:44:12","2017-11-13 14:01:35",22118171,2232902426,0,100,1280,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261406/SRR6261406.sralite.1","SRX3367737","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665384","SAMN07981862","simple",28377,"Anolis carolinensis","GSM2843040",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","74172BCDF4C3F3DB49E60E2E980BC231","BBF1E9BF093DF10E3AD2E5A5911CF2D3"
"779","SRR6261405","2017-11-14 10:44:12","2017-11-13 14:55:04",36658579,3700753548,0,100,1827,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261405/SRR6261405.sralite.1","SRX3367736","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665391","SAMN07981863","simple",28377,"Anolis carolinensis","GSM2843039",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","00D6BB7174BF7D08C6AEE3496DE7C87D","408477D42023F8BBE2B5090123E4F7B2"
"778","SRR6261404","2017-11-14 10:44:12","2017-11-13 14:09:10",30291583,3058064071,0,100,1577,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261404/SRR6261404.sralite.1","SRX3367735","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665382","SAMN07981864","simple",28377,"Anolis carolinensis","GSM2843038",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","32728D5FEE6C0AA2CB3AADEB74E97AB4","5B6EEB3394B3B75BB334A5A8028A8249"
"777","SRR6261403","2017-11-14 10:44:12","2017-11-13 23:44:13",31807422,3211050051,0,100,1667,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261403/SRR6261403.sralite.1","SRX3367734","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665381","SAMN07981865","simple",28377,"Anolis carolinensis","GSM2843037",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","2E83BA0133D2114A63DAF25A2648B553","F708E25AD7AA422E079943A48BCE1963"
"776","SRR6261402","2017-11-14 10:44:12","2017-11-13 14:03:58",24075858,2430702482,0,100,1352,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261402/SRR6261402.sralite.1","SRX3367733","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665380","SAMN07981866","simple",28377,"Anolis carolinensis","GSM2843036",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","8E7BBA94EE4E496A040D868B0C59AB39","5676CB0F9A7698F02700F9C218F62B58"
"775","SRR6261401","2017-11-14 10:44:12","2017-11-13 14:22:13",26584879,2683943333,0,100,1426,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261401/SRR6261401.sralite.1","SRX3367732","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665379","SAMN07981867","simple",28377,"Anolis carolinensis","GSM2843035",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","09799AEE6B0E0DEB1C11F204F789DC03","6FFAF38514A5C2C965DC7E64C86CEE18"
"774","SRR6261400","2017-11-14 10:44:12","2017-11-13 14:24:10",28368469,2863938263,0,100,1489,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261400/SRR6261400.sralite.1","SRX3367731","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665378","SAMN07981868","simple",28377,"Anolis carolinensis","GSM2843034",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","0E5DB145504DDA0D2EE2888274F2E614","6B410B554E9B5D6D99A161876D6CD88D"
"773","SRR6261399","2017-11-14 10:44:12","2017-11-13 14:25:24",27539801,2780218238,0,100,1439,"assembly","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/261/SRR6261399/SRR6261399.sralite.1","SRX3367730","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2665377","SAMN07981821","simple",28377,"Anolis carolinensis","GSM2843033",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","1721E1C0D2316C2B435F3D10DD65891F","1D12AA10194E8ED0DB8A4952E3F13406"
"748","SRR5420127","2017-06-08 15:47:27","2017-04-05 17:37:46",19432637,1943263700,19432637,100,1135,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/420/SRR5420127.sralite.1","SRX2711639","","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer II","SRP103128","PRJNA381811",2,381811,"SRS2103352","SAMN06689581","simple",28377,"Anolis carolinensis","GSM2564799",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551964",NA,"public","29008E5DB1F554E60C7F796F9957F237","09F5F6127502F0FE1A6DBC9D8BFA292B"
"747","SRR5420126","2017-06-08 15:47:27","2017-04-05 17:36:22",17650362,1765036200,17650362,100,1017,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/420/SRR5420126.sralite.1","SRX2711638","","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer II","SRP103128","PRJNA381811",2,381811,"SRS2103351","SAMN06689582","simple",28377,"Anolis carolinensis","GSM2564798",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551964",NA,"public","2CAA01B5D989481F39E680B09E2942BD","B036B35D1C651C1F6E505666E88586E3"
"746","SRR5412173","2017-10-30 19:13:24","2017-04-04 08:07:42",41882223,3769400070,0,90,2364,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412173.sralite.1","SRX2704221","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097945","SAMN06679841","simple",28377,"Anolis carolinensis","GSM2563034",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","F3B9F485677FA0AFAD836C83550F513C","966112CB96D24D2D32F979489783CF2E"
"745","SRR5412172","2017-10-30 19:13:24","2017-04-04 07:58:26",27673400,2795013400,0,101,1811,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412172.sralite.1","SRX2704220","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097944","SAMN06679888","simple",28377,"Anolis carolinensis","GSM2563033",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","4A8CDCC8121ABFEFA4E1DE7045971508","403DA4A2AE48C206D342A82E899D645C"
"744","SRR5412171","2017-10-30 19:13:24","2017-04-04 07:56:16",21914523,2213366823,0,101,1373,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412171.sralite.1","SRX2704219","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097943","SAMN06679889","simple",28377,"Anolis carolinensis","GSM2563032",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","E738339671BD84504E046CA6AAEEA8FD","87FB6D30650E1668D0A49F3836A8605F"
"743","SRR5412170","2017-10-30 19:13:24","2017-04-04 08:02:11",43061562,3875540580,0,90,2436,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412170.sralite.1","SRX2704218","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097942","SAMN06679890","simple",28377,"Anolis carolinensis","GSM2563031",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","2A38852AAD8BFDDA9B1CA9AF7B1527B4","983A06862DCB73C9C26A701C422A1CC6"
"742","SRR5412169","2017-10-30 19:13:23","2017-04-04 08:01:49",28023350,2830358350,0,101,1837,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412169.sralite.1","SRX2704217","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097941","SAMN06679891","simple",28377,"Anolis carolinensis","GSM2563030",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","756BD679EBDD24539BA79EE98288DA24","D45DE771CB27D20CDDB2E9E10757EA02"
"741","SRR5412168","2017-10-30 19:13:23","2017-04-04 08:00:42",26611095,2687720595,0,101,1673,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412168.sralite.1","SRX2704216","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097940","SAMN06679892","simple",28377,"Anolis carolinensis","GSM2563029",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","D9239E5A2DBEE93184FBB5540C0E5EC8","2FFA528C34A6372FEA350A271A411C08"
"740","SRR5412167","2017-10-30 19:13:23","2017-04-04 07:57:45",23691891,2392880991,0,101,1406,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412167.sralite.1","SRX2704215","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097939","SAMN06679893","simple",28377,"Anolis carolinensis","GSM2563028",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","111FDD9C98D7E22AC170162CE37F8B1E","347661F8D5A5CAEFC0949FDA6E664F31"
"739","SRR5412166","2017-10-30 19:13:23","2017-04-04 07:56:07",21423644,2163788044,0,101,1405,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412166.sralite.1","SRX2704214","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097938","SAMN06679894","simple",28377,"Anolis carolinensis","GSM2563027",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","F4803B1BF70097F7352A0D932479D92F","3A73EFC7B74D1DE8E154E68AA4B624DD"
"738","SRR5412165","2017-10-30 19:13:23","2017-04-04 07:56:44",27956127,2823568827,0,101,1765,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412165.sralite.1","SRX2704213","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097937","SAMN06679895","simple",28377,"Anolis carolinensis","GSM2563026",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","35264D9280FF9CB1D6E789119F818C9F","54DD13511CB4626C369BFB32087DAA13"
"737","SRR5412164","2017-10-30 19:13:23","2017-04-04 07:55:25",18294723,1847767023,0,101,1107,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412164.sralite.1","SRX2704212","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097936","SAMN06679896","simple",28377,"Anolis carolinensis","GSM2563025",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","7C9B5988F0CF6D10FE820B0A7D2C278C","591B5FF5793AC100CDF91C4FE3D4C6CD"
"736","SRR5412163","2017-10-30 19:13:23","2017-04-04 08:00:06",24763352,2501098552,0,101,1616,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412163.sralite.1","SRX2704211","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097935","SAMN06679897","simple",28377,"Anolis carolinensis","GSM2563024",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","90EB3EFBC61EA3835F96312C2A2715EE","E6AA75289E833AA863761193C3EBF142"
"735","SRR5412162","2017-10-30 19:13:23","2017-04-04 07:55:04",16749158,1691664958,0,101,1050,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412162.sralite.1","SRX2704210","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097934","SAMN06679898","simple",28377,"Anolis carolinensis","GSM2563023",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","D29692C551103FCFA66B1BD8CCEA2EF2","E36610E03774B327DDB9F4A224BB0FD5"
"734","SRR5412161","2017-10-30 19:13:23","2017-04-04 07:58:32",21927565,2214684065,0,101,1297,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412161.sralite.1","SRX2704209","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097933","SAMN06679899","simple",28377,"Anolis carolinensis","GSM2563022",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","6ACD475E9799CDEFA9C507225E1B1966","50CEB400C6EEF64643DF29DC148276E3"
"733","SRR5412160","2017-10-30 19:13:23","2017-04-04 08:01:05",27605777,2788183477,0,101,1801,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412160.sralite.1","SRX2704208","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097932","SAMN06679900","simple",28377,"Anolis carolinensis","GSM2563021",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","5B3FA59D1314B4E0117499B7701054A4","246166D12D4F513FD8204926B8B9E99E"
"732","SRR5412159","2017-10-30 19:13:23","2017-04-04 07:59:07",24167844,2440952244,0,101,1516,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412159.sralite.1","SRX2704207","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097931","SAMN06679901","simple",28377,"Anolis carolinensis","GSM2563020",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","F24CB0A2F19AA162099850F2EAFD193E","C692CCAE8BEED4EB519AEDC36BB8D6EF"
"731","SRR5412158","2017-10-30 19:13:23","2017-04-04 07:59:50",27082741,2735356841,0,101,1633,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412158.sralite.1","SRX2704206","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097930","SAMN06679902","simple",28377,"Anolis carolinensis","GSM2563019",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","FCAE20B27CAD7FB1F0D41D14F4C36936","D096BD7D70897BB4E3B5F8F85E75360E"
"730","SRR5412157","2017-10-30 19:13:23","2017-04-04 07:59:44",30785590,3109344590,0,101,2001,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412157.sralite.1","SRX2704205","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097929","SAMN06679903","simple",28377,"Anolis carolinensis","GSM2563018",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","5C547581C84971EF40703CBA70841C9A","AB30BEABA6B768D41B2B6D2956061461"
"729","SRR5412156","2017-10-30 19:13:23","2017-04-04 07:56:48",21357694,2157127094,0,101,1338,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412156.sralite.1","SRX2704204","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097928","SAMN06679904","simple",28377,"Anolis carolinensis","GSM2563017",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","04D068C3693F4852536646D9E9BF6BB5","AEBB25F13EBC81FACE5E9546D889038C"
"728","SRR5412155","2017-10-30 19:13:23","2017-04-04 07:59:36",21544442,2175988642,0,101,1278,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412155.sralite.1","SRX2704203","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097927","SAMN06679905","simple",28377,"Anolis carolinensis","GSM2563016",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","",""
"727","SRR5412154","2017-10-30 19:13:23","2017-04-04 08:04:03",25737919,2599529819,0,101,1689,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412154.sralite.1","SRX2704202","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097926","SAMN06679906","simple",28377,"Anolis carolinensis","GSM2563015",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","480462B621C68EE5E44E8C8126F7E74F","A63A04453DF7A299452538E2A39A9507"
"726","SRR5412153","2017-10-30 19:13:22","2017-04-04 08:01:51",22168300,2238998300,0,101,1397,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412153.sralite.1","SRX2704201","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097925","SAMN06679907","simple",28377,"Anolis carolinensis","GSM2563014",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","538634529F7197A33645F796C4FAB3A8","BCD0D95418F85B569C63A0475FAF034F"
"725","SRR5412152","2017-10-30 19:13:22","2017-04-04 08:02:11",27566527,2784219227,0,101,1685,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412152.sralite.1","SRX2704200","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097924","SAMN06679908","simple",28377,"Anolis carolinensis","GSM2563013",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","6F8F2B2D713CE13DDBE5257F2CA18C9E","697B7F54EF7413C7B041AD3C5BDD94F4"
"724","SRR5412151","2017-10-30 19:13:22","2017-04-04 08:04:06",25013637,2526377337,0,101,1639,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412151.sralite.1","SRX2704199","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097923","SAMN06679909","simple",28377,"Anolis carolinensis","GSM2563012",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","C777C2571EB26B8923F5E38D8CB9E5A3","25541F25B37215A5A15E00EAB1447ADD"
"723","SRR5412150","2017-10-30 19:13:22","2017-04-04 08:03:41",33937077,3427644777,0,101,2132,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/412/SRR5412150.sralite.1","SRX2704198","","RNA-Seq","cDNA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP102989","PRJNA381064",2,381064,"SRS2097922","SAMN06679910","simple",28377,"Anolis carolinensis","GSM2563011",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"GEO","SRA551247",NA,"public","0A7BAE8677CE275696B0915CC060F79C","7B3297C1DDDC49F8551B8CC96BEB1555"
